epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,412.799,2.46211,3.86331,1.27461,0.02104,0.2148,0.01232,0.00292,1.98628,4.15816,1.25743,0.000235251,0.000235251,0.000235251
15,440.211,2.08037,3.78197,1.35018,0.01113,0.02399,0.00577,0.00117,1.91406,4.10593,1.23636,0.000249806,0.000249806,0.000249806
16,471.125,2.15502,3.73168,1.27604,0.00516,0.0145,0.00268,0.00078,1.85289,4.04676,1.22443,0.000263965,0.000263965,0.000263965
17,495.316,2.01086,3.69387,1.22915,0.00724,0.02579,0.00413,0.0017,1.82339,3.99451,1.22159,0.000277728,0.000277728,0.000277728
18,518.534,2.17336,3.69613,1.20973,0.01976,0.06025,0.01227,0.00453,1.79497,3.94186,1.20964,0.000291095,0.000291095,0.000291095
19,546.653,2.23025,3.57886,1.20467,0.01698,0.07095,0.01143,0.00437,1.75185,3.8741,1.18579,0.000304066,0.000304066,0.000304066
20,590.85,1.93517,3.56532,1.18036,0.02048,0.08113,0.01434,0.00537,1.72561,3.80349,1.18576,0.000316641,0.000316641,0.000316641
21,625.837,2.0101,3.51101,1.16507,0.02104,0.09213,0.016,0.0063,1.77759,3.73867,1.22872,0.00032882,0.00032882,0.00032882
22,649.683,1.91237,3.4853,1.18043,0.02934,0.12252,0.02369,0.00827,1.87852,3.65776,1.28234,0.000340603,0.000340603,0.000340603
23,674.165,1.99625,3.51087,1.08013,0.03917,0.3006,0.03456,0.01054,1.91979,3.64595,1.30712,0.00035199,0.00035199,0.00035199
24,703.926,1.94538,3.52884,1.08887,0.05469,0.14549,0.0419,0.01621,1.98207,3.6569,1.328,0.000362981,0.000362981,0.000362981
25,728.539,1.89891,3.45795,1.12717,0.05566,0.14647,0.04275,0.01752,2.15109,3.69157,1.40515,0.000373576,0.000373576,0.000373576
26,756.547,1.83089,3.34776,1.19707,0.05389,0.14311,0.04399,0.01861,2.22676,3.65813,1.42841,0.000383775,0.000383775,0.000383775
27,809.034,1.86197,3.37716,1.09922,0.06068,0.15413,0.05111,0.02064,2.21988,3.64413,1.41838,0.000393578,0.000393578,0.000393578
28,855.943,1.73731,3.36967,1.09734,0.06068,0.15413,0.05111,0.02064,2.21988,3.64413,1.41838,0.000402985,0.000402985,0.000402985
29,891.631,1.83378,3.19733,1.22073,0.06708,0.16474,0.05498,0.02195,2.2656,3.64652,1.39759,0.000411996,0.000411996,0.000411996
30,948.204,1.69989,3.24876,1.13424,0.06858,0.16787,0.05372,0.02137,2.32943,3.62968,1.39462,0.000420611,0.000420611,0.000420611
31,990.114,1.82827,3.23755,1.1017,0.06858,0.16787,0.05372,0.02137,2.32943,3.62968,1.39462,0.00042883,0.00042883,0.00042883
32,1034.79,1.68623,3.14101,1.11639,0.07582,0.18511,0.05891,0.02383,2.28841,3.55283,1.36603,0.000436653,0.000436653,0.000436653
33,1079.37,1.90084,3.24506,1.10311,0.08047,0.19739,0.06583,0.02706,2.11577,3.41097,1.27157,0.00044408,0.00044408,0.00044408
34,1111.08,1.7272,3.15257,1.08207,0.08047,0.19739,0.06583,0.02706,2.11577,3.41097,1.27157,0.000451111,0.000451111,0.000451111
35,1140.56,1.75733,3.0839,1.0402,0.09415,0.23807,0.07527,0.03298,1.93586,3.31201,1.22383,0.000457746,0.000457746,0.000457746
36,1169.41,1.6967,3.13621,1.07815,0.093,0.24102,0.0795,0.03539,1.88509,3.25013,1.20522,0.000463985,0.000463985,0.000463985
37,1194.67,1.72357,3.1218,1.01912,0.093,0.24102,0.0795,0.03539,1.88509,3.25013,1.20522,0.000469828,0.000469828,0.000469828
38,1218.69,1.72356,2.99951,1.05586,0.09897,0.25593,0.08276,0.03676,1.92613,3.27554,1.20336,0.000475275,0.000475275,0.000475275
39,1243.86,1.65616,2.94353,1.07183,0.10356,0.26469,0.08644,0.03984,1.92852,3.27777,1.18366,0.000480326,0.000480326,0.000480326
40,1267.06,1.69126,2.97976,1.05448,0.10356,0.26469,0.08644,0.03984,1.92852,3.27777,1.18366,0.000484981,0.000484981,0.000484981
41,1291.14,1.74714,2.93165,1.06112,0.10713,0.2718,0.08996,0.04271,1.87401,3.22998,1.15247,0.00048924,0.00048924,0.00048924
42,1318.84,1.81195,2.81507,1.11081,0.12153,0.29278,0.10106,0.05091,1.80373,3.17423,1.12656,0.000493103,0.000493103,0.000493103
43,1346.19,1.76604,2.93153,1.02893,0.12153,0.29278,0.10106,0.05091,1.80373,3.17423,1.12656,0.00049657,0.00049657,0.00049657
44,1377.1,1.76841,2.93811,1.01498,0.13697,0.31887,0.11308,0.05711,1.76704,3.12616,1.11181,0.000499641,0.000499641,0.000499641
45,1399.26,1.68146,2.83944,1.03579,0.13697,0.31887,0.11308,0.05711,1.76704,3.12616,1.11181,0.000502316,0.000502316,0.000502316
46,1432.25,1.73457,2.86051,1.04876,0.13912,0.32818,0.11812,0.05769,1.75227,3.0693,1.09708,0.000504595,0.000504595,0.000504595
47,1461.26,1.65848,2.77678,1.06421,0.13912,0.32818,0.11812,0.05769,1.75227,3.0693,1.09708,0.000506478,0.000506478,0.000506478
48,1489.46,1.67797,2.72599,1.05248,0.1408,0.33468,0.12049,0.06076,1.72451,3.01131,1.07145,0.000507965,0.000507965,0.000507965
49,1513.74,1.72444,2.79262,1.00533,0.1408,0.33468,0.12049,0.06076,1.72451,3.01131,1.07145,0.000509056,0.000509056,0.000509056
50,1550.83,1.72205,2.84198,1.0133,0.14877,0.35394,0.1264,0.06334,1.71,2.98238,1.05859,0.000509751,0.000509751,0.000509751
51,1587.39,1.65587,2.76647,1.02328,0.14877,0.35394,0.1264,0.06334,1.71,2.98238,1.05859,0.000505,0.000505,0.000505
52,1622.07,1.80117,2.71677,1.06835,0.1449,0.35022,0.1259,0.06342,1.69462,2.9689,1.0495,0.0004951,0.0004951,0.0004951
53,1649.71,1.67599,2.65837,1.02708,0.1449,0.35022,0.1259,0.06342,1.69462,2.9689,1.0495,0.0004852,0.0004852,0.0004852
54,1682.12,1.63967,2.60003,1.03437,0.15162,0.3643,0.13085,0.06797,1.64701,2.87042,1.03184,0.0004753,0.0004753,0.0004753
55,1719.76,1.69326,2.70039,1.01799,0.15162,0.3643,0.13085,0.06797,1.64701,2.87042,1.03184,0.0004654,0.0004654,0.0004654
56,1748.75,1.75505,2.62041,0.9954,0.15548,0.37731,0.13485,0.07198,1.59222,2.78711,1.02277,0.0004555,0.0004555,0.0004555
57,1777.23,1.67744,2.63246,1.01801,0.15548,0.37731,0.13485,0.07198,1.59222,2.78711,1.02277,0.0004456,0.0004456,0.0004456
58,1800.98,1.62877,2.5473,1.03628,0.15799,0.38395,0.13857,0.0744,1.59333,2.68117,1.01463,0.0004357,0.0004357,0.0004357
59,1824.72,1.73648,2.54598,1.0173,0.15799,0.38395,0.13857,0.0744,1.59333,2.68117,1.01463,0.0004258,0.0004258,0.0004258
60,1848.12,1.65543,2.57764,0.99458,0.15723,0.38114,0.13585,0.0731,1.61089,2.61209,1.01398,0.0004159,0.0004159,0.0004159
61,1869.6,1.71886,2.52204,1.07985,0.15723,0.38114,0.13585,0.0731,1.61089,2.61209,1.01398,0.000406,0.000406,0.000406
62,1889.78,1.62028,2.46787,1.02341,0.15955,0.38729,0.1361,0.07257,1.61248,2.54403,1.0185,0.0003961,0.0003961,0.0003961
63,1912.34,1.61116,2.50897,1.04463,0.15955,0.38729,0.1361,0.07257,1.61248,2.54403,1.0185,0.0003862,0.0003862,0.0003862
64,1934.34,1.69466,2.49939,1.01851,0.16202,0.39537,0.13759,0.07353,1.59462,2.45207,1.01773,0.0003763,0.0003763,0.0003763
65,1961.5,1.68259,2.4481,1.03001,0.16202,0.39537,0.13759,0.07353,1.59462,2.45207,1.01773,0.0003664,0.0003664,0.0003664
66,1991.91,1.57154,2.48599,1.02174,0.16323,0.39391,0.13986,0.07485,1.58984,2.35686,1.01363,0.0003565,0.0003565,0.0003565
67,2024.63,1.72348,2.51824,0.98728,0.16323,0.39391,0.13986,0.07485,1.58984,2.35686,1.01363,0.0003466,0.0003466,0.0003466
68,2052.25,1.70123,2.39642,1.00713,0.1587,0.39041,0.13717,0.07517,1.57312,2.29708,1.01358,0.0003367,0.0003367,0.0003367
69,2084.93,1.76601,2.52821,1.06901,0.1587,0.39041,0.13717,0.07517,1.57312,2.29708,1.01358,0.0003268,0.0003268,0.0003268
70,2109.47,1.67536,2.47027,1.027,0.17326,0.4046,0.14452,0.08145,1.55458,2.26943,1.01253,0.0003169,0.0003169,0.0003169
71,2132.07,1.61879,2.51201,0.98134,0.17326,0.4046,0.14452,0.08145,1.55458,2.26943,1.01253,0.000307,0.000307,0.000307
72,2160.28,1.63581,2.39154,1.01136,0.16412,0.39879,0.1393,0.07893,1.54333,2.28321,1.00937,0.0002971,0.0002971,0.0002971
73,2189.15,1.66628,2.38291,1.00206,0.16412,0.39879,0.1393,0.07893,1.54333,2.28321,1.00937,0.0002872,0.0002872,0.0002872
74,2221.11,1.64515,2.45662,0.97395,0.16218,0.3989,0.13653,0.07792,1.54382,2.29808,1.00458,0.0002773,0.0002773,0.0002773
75,2244.02,1.58167,2.39954,0.98304,0.16218,0.3989,0.13653,0.07792,1.54382,2.29808,1.00458,0.0002674,0.0002674,0.0002674
76,2268.46,1.58884,2.33731,0.99039,0.16273,0.39489,0.13816,0.07766,1.54497,2.27992,0.99829,0.0002575,0.0002575,0.0002575
77,2294.14,1.61608,2.40474,0.97598,0.16273,0.39489,0.13816,0.07766,1.54497,2.27992,0.99829,0.0002476,0.0002476,0.0002476
78,2316.17,1.62612,2.33453,1.04013,0.1642,0.39686,0.13866,0.07851,1.54743,2.24706,0.99417,0.0002377,0.0002377,0.0002377
79,2338.99,1.6704,2.31476,0.99575,0.1642,0.39686,0.13866,0.07851,1.54743,2.24706,0.99417,0.0002278,0.0002278,0.0002278
80,2361.59,1.65092,2.30022,0.98233,0.15927,0.39041,0.13875,0.07844,1.54326,2.20224,0.99272,0.0002179,0.0002179,0.0002179
81,2389.62,1.67456,2.31949,0.98772,0.15927,0.39041,0.13875,0.07844,1.54326,2.20224,0.99272,0.000208,0.000208,0.000208
82,2417.03,1.70212,2.37499,0.97218,0.15987,0.38918,0.13872,0.07802,1.54027,2.16606,0.99157,0.0001981,0.0001981,0.0001981
83,2447.05,1.54432,2.28297,1.0195,0.15987,0.38918,0.13872,0.07802,1.54027,2.16606,0.99157,0.0001882,0.0001882,0.0001882
84,2476.16,1.7054,2.41595,1.01131,0.16016,0.39148,0.13692,0.07677,1.53973,2.14519,0.99172,0.0001783,0.0001783,0.0001783
85,2503.16,1.57817,2.21418,1.04443,0.16016,0.39148,0.13692,0.07677,1.53973,2.14519,0.99172,0.0001684,0.0001684,0.0001684
86,2524.95,1.62771,2.33605,1.03149,0.15819,0.39023,0.13589,0.07552,1.5443,2.12881,0.99225,0.0001585,0.0001585,0.0001585
87,2536.61,1.5771,2.2742,1.02891,0.15819,0.39023,0.13589,0.07552,1.5443,2.12881,0.99225,0.0001486,0.0001486,0.0001486
88,2547.12,1.62972,2.25917,0.99856,0.15702,0.38811,0.1352,0.07554,1.54142,2.12589,0.99022,0.0001387,0.0001387,0.0001387
89,2557.61,1.56867,2.19368,0.98069,0.15702,0.38811,0.1352,0.07554,1.54142,2.12589,0.99022,0.0001288,0.0001288,0.0001288
90,2568.69,1.63704,2.33959,0.98236,0.15931,0.39268,0.13628,0.07668,1.53454,2.12616,0.9887,0.0001189,0.0001189,0.0001189
91,2577.85,1.56672,2.16725,1.00498,0.15931,0.39268,0.13628,0.07668,1.53454,2.12616,0.9887,0.000109,0.000109,0.000109
92,2586.85,1.57167,2.2375,1.05332,0.1587,0.39318,0.13668,0.07717,1.52875,2.1148,0.98828,9.91e-05,9.91e-05,9.91e-05
93,2595.95,1.56926,2.21966,1.03063,0.1587,0.39318,0.13668,0.07717,1.52875,2.1148,0.98828,8.92e-05,8.92e-05,8.92e-05
94,2605.25,1.54495,2.09467,0.98391,0.16116,0.39996,0.13787,0.07754,1.52712,2.09984,0.98777,7.93e-05,7.93e-05,7.93e-05
95,2614.43,1.57062,2.14952,1.02016,0.16116,0.39996,0.13787,0.07754,1.52712,2.09984,0.98777,6.94e-05,6.94e-05,6.94e-05
96,2623.76,1.58133,2.26314,0.98468,0.16194,0.40324,0.13866,0.07785,1.52781,2.07973,0.98792,5.95e-05,5.95e-05,5.95e-05
97,2632.78,1.64644,2.13106,0.99102,0.16194,0.40324,0.13866,0.07785,1.52781,2.07973,0.98792,4.96e-05,4.96e-05,4.96e-05
98,2643.07,1.60449,2.12923,0.99653,0.16016,0.40558,0.13968,0.07863,1.52776,2.06287,0.98788,3.97e-05,3.97e-05,3.97e-05
99,2652.52,1.57789,2.12267,0.99629,0.16016,0.40558,0.13968,0.07863,1.52776,2.06287,0.98788,2.98e-05,2.98e-05,2.98e-05
100,2662.73,1.53536,2.14233,1.0038,0.16026,0.4057,0.1396,0.07876,1.52648,2.05592,0.9874,1.99e-05,1.99e-05,1.99e-05
