epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1349.06,1.63145,2.07425,1.01627,0.16487,0.41752,0.15304,0.08064,1.65124,2.22728,1.01534,0.00082675,0.00082675,0.00082675
16,1433.62,1.62044,2.02813,0.98817,0.15181,0.43768,0.1473,0.08068,1.57933,2.24408,1.01418,0.000814375,0.000814375,0.000814375
17,1518.56,1.62786,1.97866,1.00935,0.13582,0.43695,0.1527,0.08244,1.57844,2.13488,1.02481,0.000802,0.000802,0.000802
18,1603.86,1.58384,1.9401,0.98401,0.17251,0.37418,0.14949,0.07966,1.59646,2.10313,1.01708,0.000789625,0.000789625,0.000789625
19,1689.27,1.54971,1.89351,0.98449,0.17922,0.32959,0.14105,0.07776,1.52982,2.30814,1.00572,0.00077725,0.00077725,0.00077725
20,1774.18,1.55849,1.86739,0.99108,0.11234,0.42218,0.13254,0.06951,1.61104,1.91025,0.9986,0.000764875,0.000764875,0.000764875
21,1860.29,1.55814,1.82566,0.97586,0.16975,0.43237,0.16424,0.09497,1.50241,1.84469,0.98535,0.0007525,0.0007525,0.0007525
22,1946.67,1.59545,1.85046,0.99376,0.1592,0.43204,0.15884,0.08403,1.5173,1.83552,0.99024,0.000740125,0.000740125,0.000740125
23,2031.84,1.54434,1.80885,0.98198,0.11361,0.43514,0.13891,0.07333,1.57286,1.91958,1.00678,0.00072775,0.00072775,0.00072775
24,2116,1.5232,1.75025,0.97555,0.11327,0.43429,0.15168,0.08301,1.50784,1.83432,0.99345,0.000715375,0.000715375,0.000715375
25,2203.01,1.51619,1.75167,0.96962,0.11316,0.43341,0.14729,0.08117,1.50733,1.9036,0.9991,0.000703,0.000703,0.000703
26,2288.77,1.52606,1.70988,0.96821,0.1524,0.44796,0.16644,0.0878,1.49399,1.81145,0.98427,0.000690625,0.000690625,0.000690625
27,2377.46,1.52232,1.73627,0.97049,0.16065,0.44711,0.15453,0.08047,1.55181,1.8115,0.994,0.00067825,0.00067825,0.00067825
28,2464.05,1.49084,1.69528,0.97997,0.1822,0.45024,0.17034,0.08787,1.55187,1.82047,0.99322,0.000665875,0.000665875,0.000665875
29,2550.25,1.51046,1.6718,0.98241,0.20775,0.46472,0.19227,0.11364,1.50943,1.79576,0.99368,0.0006535,0.0006535,0.0006535
30,2636.69,1.48357,1.64327,0.95757,0.17717,0.42978,0.16832,0.09335,1.51694,1.93886,1.00084,0.000641125,0.000641125,0.000641125
31,2719.92,1.50791,1.64778,0.97652,0.15207,0.43421,0.14796,0.07858,1.6231,1.84146,1.01055,0.00062875,0.00062875,0.00062875
32,2804.04,1.50505,1.64052,0.97121,0.20211,0.48343,0.19671,0.10959,1.49263,1.70683,0.97391,0.000616375,0.000616375,0.000616375
33,2887.89,1.50251,1.59845,0.98804,0.19635,0.47782,0.1956,0.1096,1.48089,1.73459,0.99186,0.000604,0.000604,0.000604
34,2972.15,1.46661,1.57756,0.97013,0.18856,0.4894,0.18616,0.09582,1.5187,1.77301,0.98461,0.000591625,0.000591625,0.000591625
35,3053.94,1.4903,1.5865,0.98238,0.18967,0.47965,0.18879,0.10214,1.49403,1.78476,0.98043,0.00057925,0.00057925,0.00057925
36,3140.68,1.45694,1.56228,0.96807,0.19638,0.49811,0.20605,0.11471,1.48181,1.74568,0.97568,0.000566875,0.000566875,0.000566875
37,3256.33,1.48062,1.56445,0.97217,0.20079,0.49381,0.21023,0.11907,1.47667,1.74053,0.97427,0.0005545,0.0005545,0.0005545
38,3369.85,1.46033,1.53063,0.95553,0.21489,0.50879,0.22573,0.12242,1.51391,1.76578,0.98243,0.000542125,0.000542125,0.000542125
39,3485.71,1.4694,1.53622,0.96006,0.21495,0.51844,0.22512,0.12667,1.50553,1.79916,0.98717,0.00052975,0.00052975,0.00052975
40,3600.16,1.46474,1.50196,0.96485,0.21989,0.53872,0.22101,0.11951,1.51002,1.78289,0.97306,0.000517375,0.000517375,0.000517375
41,3714.17,1.47821,1.50996,0.97162,0.20996,0.52045,0.20762,0.11213,1.56709,1.79652,0.98728,0.000505,0.000505,0.000505
42,3828.16,1.4548,1.51478,0.96802,0.22168,0.53736,0.21056,0.11938,1.48353,1.7605,0.97134,0.000492625,0.000492625,0.000492625
43,33211.8,1.44435,1.47157,0.95914,0.21926,0.5376,0.22379,0.12475,1.51682,1.71148,0.97874,0.00048025,0.00048025,0.00048025
44,33354.9,1.41553,1.44735,0.96657,0.22983,0.5616,0.24633,0.1348,1.5052,1.68655,0.97362,0.000467875,0.000467875,0.000467875
45,33500,1.45182,1.46941,0.96348,0.23612,0.51185,0.22345,0.12418,1.49401,1.81206,0.97203,0.0004555,0.0004555,0.0004555
46,33646,1.46739,1.49262,0.96963,0.25766,0.57476,0.29072,0.16179,1.47589,1.6448,0.97591,0.000443125,0.000443125,0.000443125
47,33792.8,1.44421,1.48519,0.95833,0.26056,0.54183,0.29102,0.15878,1.49865,1.62524,0.97823,0.00043075,0.00043075,0.00043075
48,33935.6,1.42503,1.48897,0.96326,0.26147,0.58062,0.28167,0.15664,1.49995,1.63154,0.98434,0.000418375,0.000418375,0.000418375
49,34085.7,1.43468,1.47227,0.96711,0.2583,0.58776,0.27782,0.15304,1.49553,1.68873,0.97691,0.000406,0.000406,0.000406
50,34224,1.42662,1.43299,0.95417,0.26383,0.56655,0.26011,0.14386,1.49829,1.71752,0.98036,0.000393625,0.000393625,0.000393625
51,34369.9,1.44805,1.43957,0.95955,0.26058,0.56933,0.26545,0.14851,1.47405,1.71467,0.99243,0.00038125,0.00038125,0.00038125
52,34514.6,1.44799,1.42568,0.96128,0.25898,0.57621,0.29288,0.15469,1.55917,1.6652,0.98518,0.000368875,0.000368875,0.000368875
53,34658.5,1.44144,1.39236,0.95433,0.26934,0.56023,0.32038,0.17024,1.54817,1.66349,0.98641,0.0003565,0.0003565,0.0003565
54,34803.2,1.44926,1.38858,0.94309,0.26386,0.55837,0.32263,0.17752,1.49822,1.65593,0.98867,0.000344125,0.000344125,0.000344125
55,34947.2,1.41883,1.36309,0.96415,0.26127,0.57197,0.31644,0.17428,1.52225,1.64417,0.98598,0.00033175,0.00033175,0.00033175
56,35093,1.42227,1.36106,0.95783,0.28077,0.66817,0.35357,0.18632,1.54774,1.55906,0.98345,0.000319375,0.000319375,0.000319375
57,35236.3,1.42398,1.35831,0.9508,0.27981,0.66846,0.34926,0.186,1.52225,1.55248,0.98146,0.000307,0.000307,0.000307
58,35383.5,1.39907,1.35009,0.93521,0.31298,0.50604,0.35793,0.19682,1.49199,1.57888,0.97973,0.000294625,0.000294625,0.000294625
59,35527.1,1.39922,1.34517,0.95057,0.2836,0.60863,0.36628,0.19833,1.53315,1.56428,0.9838,0.00028225,0.00028225,0.00028225
60,35678.5,1.43107,1.31881,0.955,0.30781,0.56873,0.36466,0.19752,1.53271,1.56893,0.98605,0.000269875,0.000269875,0.000269875
61,35829.4,1.41797,1.33702,0.94742,0.35657,0.52114,0.37436,0.20288,1.50352,1.57067,0.98163,0.0002575,0.0002575,0.0002575
62,35977.5,1.39748,1.30544,0.95183,0.32992,0.56021,0.40122,0.21596,1.51311,1.53787,0.98065,0.000245125,0.000245125,0.000245125
63,36124.1,1.38358,1.23213,0.9481,0.29533,0.68888,0.41454,0.22327,1.50759,1.51301,0.97586,0.00023275,0.00023275,0.00023275
64,36269.1,1.40074,1.2932,0.9361,0.34217,0.56557,0.42247,0.22665,1.51839,1.53269,0.97846,0.000220375,0.000220375,0.000220375
65,36412,1.39452,1.2786,0.95517,0.36546,0.5489,0.43024,0.23151,1.52681,1.54516,0.97955,0.000208,0.000208,0.000208
66,36557.1,1.42583,1.27244,0.94581,0.37577,0.56502,0.4483,0.23967,1.53295,1.51069,0.98349,0.000195625,0.000195625,0.000195625
67,36703,1.40371,1.28541,0.96566,0.36937,0.57239,0.44897,0.24192,1.52558,1.49288,0.98407,0.00018325,0.00018325,0.00018325
68,36848.7,1.40496,1.25443,0.93972,0.38624,0.56068,0.45611,0.24222,1.52736,1.47812,0.98713,0.000170875,0.000170875,0.000170875
69,36996.2,1.38533,1.21377,0.94812,0.38475,0.54778,0.46012,0.2427,1.52853,1.47879,0.98835,0.0001585,0.0001585,0.0001585
70,37146.4,1.38311,1.19568,0.94538,0.39479,0.52806,0.45938,0.2425,1.53394,1.47029,0.9849,0.000146125,0.000146125,0.000146125
71,37284.2,1.3994,1.28191,0.98874,0.37111,0.54557,0.45141,0.23788,1.52678,1.47162,0.9849,0.00013375,0.00013375,0.00013375
72,37415.8,1.3902,1.26278,0.96632,0.39413,0.53445,0.45222,0.2365,1.52359,1.49765,0.98553,0.000121375,0.000121375,0.000121375
73,37547.3,1.37513,1.2507,0.99285,0.57381,0.55361,0.47898,0.25538,1.50817,1.47183,0.98179,0.000109,0.000109,0.000109
74,37674.8,1.38102,1.24104,0.97806,0.61796,0.53273,0.50439,0.26703,1.53619,1.45261,0.98877,9.6625e-05,9.6625e-05,9.6625e-05
75,37803.9,1.37448,1.22688,0.98343,0.44552,0.54003,0.50987,0.26937,1.53701,1.44771,0.98838,8.425e-05,8.425e-05,8.425e-05
76,37933.3,1.38974,1.22677,0.9901,0.43346,0.53809,0.51038,0.26951,1.52325,1.45473,0.98538,7.1875e-05,7.1875e-05,7.1875e-05
77,38059.9,1.3677,1.29029,0.97269,0.42935,0.56106,0.51643,0.27263,1.51781,1.4526,0.98286,5.95e-05,5.95e-05,5.95e-05
78,38187.2,1.37325,1.19276,0.96941,0.44014,0.55318,0.52444,0.27906,1.5054,1.44059,0.98054,4.7125e-05,4.7125e-05,4.7125e-05
79,38314.2,1.38145,1.17912,0.98189,0.45596,0.53916,0.53048,0.28211,1.51079,1.43466,0.98206,3.475e-05,3.475e-05,3.475e-05
80,38439.3,1.3843,1.1881,0.96683,0.46915,0.54079,0.53632,0.28301,1.52497,1.43225,0.98437,2.2375e-05,2.2375e-05,2.2375e-05
